seed,ky,kx,radius,pole_margin,exact_margin,error_growth,final_error
0,3,5,5.830951894845301,-0.1327800670942098,-0.13108068345196808,0.1283372279475716,0.06945139914751053
0,4,0,4.0,-0.06188998342830919,-0.06168502750680854,0.09203926780644583,0.10305129736661911
0,4,1,4.123105625617661,-0.06984516318617884,-0.06554034172598407,0.0740677724866305,0.05897391960024834
0,4,2,4.47213595499958,-0.08161338074126195,-0.07710628438351075,0.0821790225365582,0.05627789720892906
0,4,3,5.0,-0.09874406083447045,-0.09638285547938827,0.12399049261037037,0.09086020290851593
0,4,4,5.656854249492381,-0.12480667942193246,-0.12337005501361714,0.15661129425553702,0.17609553039073944
0,5,0,5.0,-0.10908441097324292,-0.09638285547938827,0.13124596634331862,0.21323193609714508
0,5,1,5.0990195135927845,-0.10018110498717409,-0.10023816969856372,0.12535069269292487,0.1269679069519043
0,5,2,5.385164807134504,-0.11287896930725971,-0.11180411235609042,0.08214678834466368,0.07164199650287628
0,5,3,5.830951894845301,-0.13119943522729657,-0.13108068345196808,0.14129389769890716,0.12684813141822815
0,6,0,6.0,-0.17520418120814818,-0.13879131189031926,0.11804664573248692,0.3599102199077606
1,-6,0,6.0,-0.1736661600058747,-0.13879131189031926,0.11812119343701527,0.3880501985549927
1,-5,0,5.0,-0.10176020519260633,-0.09638285547938827,0.12109743567074041,0.1839090883731842
1,-5,1,5.0990195135927845,-0.17349971122437782,-0.10023816969856372,0.12131055698675265,0.6518537402153015
1,-5,2,5.385164807134504,-0.17345327831493573,-0.11180411235609042,0.12554661675411105,0.6175511479377747
1,-5,3,5.830951894845301,-0.17365265607609096,-0.13108068345196808,0.13410247862339014,0.4229651391506195
1,-4,0,4.0,-0.06299869410323268,-0.06168502750680854,0.09855946898460378,0.07396858185529709
1,-4,1,4.123105625617661,-0.06761764562040959,-0.06554034172598407,0.06795185944613279,0.042949970811605453
1,-4,2,4.47213595499958,-0.07983212229671445,-0.07710628438351075,0.05461570515352128,0.05164800211787224
1,-4,3,5.0,-0.09838452601422948,-0.09638285547938827,0.09139833169824925,0.03586946800351143
1,-4,4,5.656854249492381,-0.1254609150360803,-0.12337005501361714,0.12943972629659314,0.05692699924111366
1,-3,0,3.0,-0.03790608880009576,-0.03469782797257986,0.031771194934844836,0.03662785515189171
1,-3,1,3.1622776601683795,-0.04150011856177836,-0.038553142191755325,0.058555739066179904,0.03370588272809982
